source1_entity_id,cand_count,gt_matches,pred_matches_82,pred_matches_90,pred_matches_95,top1_prob,top2_prob,prob_margin,has_zero_gt,top1_is_correct,top1_candidate_id,top1_source
S1-745762628,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-926853224,source2
S1-745775319,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-543464456,source3
S1-745817749,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-87080372,source3
S1-745839307,40,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-209661616,source3
S1-745949803,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-985652057,source3
S1-746053542,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-843738909,source2
S1-746113183,2,1,1,1,1,0.9971,0.0,0.9971,false,true,S2-746311672,source2
S1-746161420,37,0,0,0,0,0.0,0.0,0.0,true,false,S3-681698905,source3
S1-746193689,75,1,1,1,1,0.9973,0.0001,0.9972,false,true,S2-729606231,source2
S1-746273151,4,0,0,0,0,0.0409,0.0,0.0409,true,false,S3-538882911,source3
S1-746543731,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-564788824,source2
S1-746555042,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-320820656,source3
S1-746559526,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-902295752,source3
S1-746577189,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-552097361,source2
S1-746735853,25,0,0,0,0,0.0375,0.0004,0.037,true,false,S3-850428491,source3
S1-746744159,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-431634813,source3
S1-746787074,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-65646154,source2
S1-746797828,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-633460960,source3
S1-746851603,58,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-395441526,source3
S1-74686397,8,0,0,0,0,0.0001,0.0,0.0,true,false,S3-754875029,source3
S1-746937799,2,0,0,0,0,0.0002,0.0001,0.0001,true,false,S3-318195769,source3
S1-746992250,36,0,0,0,0,0.0,0.0,0.0,true,false,S2-541975952,source2
S1-746998714,32,0,0,0,0,0.0,0.0,0.0,true,false,S3-32634960,source3
S1-747035688,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-656823918,source2
S1-747060914,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-50024028,source2
S1-747229206,37,0,0,0,0,0.0,0.0,0.0,true,false,S3-690488965,source3
S1-747229573,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-575708908,source3
S1-747337566,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-588054631,source2
S1-747370263,5,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-256207897,source2
S1-747443393,73,0,0,0,0,0.7345,0.0,0.7345,true,false,S2-642921016,source2
S1-747521890,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-528821655,source2
S1-747621013,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-259105849,source2
S1-747642851,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-80594092,source2
S1-747719380,42,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-595795733,source2
S1-747799453,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-445045809,source3
S1-747808656,1,1,1,1,1,0.979,0.0,0.979,false,true,S3-192954209,source3
S1-747926136,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-828195703,source2
S1-74800068,5,0,0,0,0,0.0,0.0,0.0,true,false,S3-786098398,source3
S1-748019109,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-338789578,source3
S1-748136898,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-705892915,source2
S1-748169501,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-519607489,source3
S1-748204528,10,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-333497398,source2
S1-748207345,5,0,0,0,0,0.0347,0.0,0.0347,true,false,S2-587945736,source2
S1-748234427,1,1,1,0,0,0.8266,0.0,0.8266,false,true,S3-612188602,source3
S1-748238437,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-137840589,source3
S1-748245687,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-272784922,source2
S1-748364403,4,0,0,0,0,0.0,0.0,0.0,true,false,S3-882422437,source3
S1-748446406,35,0,0,0,0,0.0,0.0,0.0,true,false,S2-278665435,source2
S1-748730249,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-917070000,source2
S1-748732045,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-152854816,source2
S1-74901450,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-974659538,source3
S1-749127821,34,0,0,0,0,0.0,0.0,0.0,true,false,S2-762335042,source2
S1-74917077,58,0,0,0,0,0.0003,0.0,0.0003,true,false,S3-402958681,source3
S1-749176942,2,0,0,0,0,0.0001,0.0,0.0,true,false,S3-554414289,source3
S1-749264160,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-579954529,source2
S1-749348831,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-984455857,source2
S1-749440555,1,0,0,0,0,0.0076,0.0,0.0076,true,false,S2-453455590,source2
S1-749482392,57,0,0,0,0,0.0,0.0,0.0,true,false,S3-209268958,source3
S1-749522741,19,0,0,0,0,0.0004,0.0003,0.0001,true,false,S3-610346476,source3
S1-749727825,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-11478342,source2
S1-749764521,8,0,0,0,0,0.0,0.0,0.0,true,false,S2-475793028,source2
S1-749789398,54,0,0,0,0,0.0,0.0,0.0,true,false,S3-416117385,source3
S1-749912968,1,1,0,0,0,0.1385,0.0,0.1385,false,true,S2-752638662,source2
S1-750057131,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-849355939,source3
S1-750098597,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-8450703,source3
S1-750117118,24,0,0,0,0,0.0,0.0,0.0,true,false,S3-862867548,source3
S1-750170670,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-405039670,source2
S1-750212270,39,0,0,0,0,0.0,0.0,0.0,true,false,S2-353205003,source2
S1-750352056,6,0,0,0,0,0.0,0.0,0.0,true,false,S3-894109785,source3
S1-75045735,5,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-629879608,source3
S1-750577077,21,1,1,1,1,0.9583,0.0,0.9583,false,true,S2-25393991,source2
S1-750634846,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-759878533,source3
S1-750654175,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-60497840,source3
S1-750700259,2,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-478449453,source3
S1-751071143,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-308355736,source3
S1-751085398,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-300352086,source2
S1-751174604,113,0,0,0,0,0.0,0.0,0.0,true,false,S3-850241907,source3
S1-751394732,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-28144382,source2
S1-751461651,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-853102232,source3
S1-751575606,7,0,0,0,0,0.0,0.0,0.0,true,false,S3-147354089,source3
S1-751613997,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-754241661,source2
S1-75161961,3,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-807285953,source2
S1-751645154,3,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-505325375,source3
S1-751662240,1,0,0,0,0,0.0401,0.0,0.0401,true,false,S3-278968813,source3
S1-751681405,5,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-178496655,source2
S1-751881322,60,0,0,0,0,0.0006,0.0002,0.0004,true,false,S2-12637797,source2
S1-751991890,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-588951856,source2
S1-752104510,3,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-400684512,source2
S1-752139655,2,0,0,0,0,0.0337,0.0,0.0336,true,false,S2-919756697,source2
S1-752221257,46,0,0,0,0,0.0001,0.0,0.0,true,false,S3-260887161,source3
S1-752270119,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-478100316,source3
S1-752306022,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-677588051,source2
S1-752338358,33,0,0,0,0,0.0,0.0,0.0,true,false,S3-122380683,source3
S1-752391978,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-252010908,source2
S1-752507575,13,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-913335593,source3
S1-75252744,175,0,0,0,0,0.0,0.0,0.0,true,false,S2-821168592,source2
S1-752903823,27,0,0,0,0,0.7927,0.0,0.7927,true,false,S3-816597095,source3
S1-752930825,5,0,0,0,0,0.0005,0.0003,0.0002,true,false,S2-448967653,source2
S1-752933066,38,0,0,0,0,0.0,0.0,0.0,true,false,S2-135998383,source2
S1-753068346,5,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-238066743,source3
S1-753157613,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-524969528,source3
S1-753180274,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-310128489,source2
S1-753264527,53,0,0,0,0,0.0,0.0,0.0,true,false,S3-265646189,source3
S1-753344333,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-787673653,source3
S1-75350035,49,0,0,0,0,0.0,0.0,0.0,true,false,S2-930882610,source2
S1-753666948,44,0,0,0,0,0.0,0.0,0.0,true,false,S2-762739307,source2
S1-753778299,58,0,0,0,0,0.0,0.0,0.0,true,false,S3-227506159,source3
S1-753783208,66,0,0,0,0,0.0001,0.0001,0.0001,true,false,S3-876335138,source3
S1-753957870,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-423535722,source2
S1-754175313,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-546709428,source3
S1-754202086,58,0,0,0,0,0.0135,0.0004,0.0132,true,false,S2-186194151,source2
S1-754543752,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-794317935,source3
S1-754664373,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-672523283,source3
S1-754718644,9,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-900856048,source3
S1-754725869,6,0,0,0,0,0.0158,0.0003,0.0155,true,false,S2-690112842,source2
S1-754766982,5,0,0,0,0,0.0,0.0,0.0,true,false,S3-545377325,source3
S1-754889931,2,0,0,0,0,0.1916,0.0,0.1916,true,false,S2-897680704,source2
S1-754988004,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-843738909,source2
S1-755014653,1,1,1,1,1,0.9503,0.0,0.9503,false,true,S3-141906556,source3
S1-755032725,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-60497840,source3
S1-755207460,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-394641730,source3
S1-75530547,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-127415440,source3
S1-755340398,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-355408555,source3
S1-755367201,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-893828884,source2
S1-755398275,19,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-596300206,source3
S1-755560611,33,0,0,0,0,0.0,0.0,0.0,true,false,S3-75223349,source3
S1-755711650,5,0,0,0,0,0.0002,0.0001,0.0001,true,false,S2-414009784,source2
S1-755861525,39,0,0,0,0,0.0,0.0,0.0,true,false,S3-768860948,source3
S1-755900339,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-688172276,source3
S1-756122306,36,0,0,0,0,0.0,0.0,0.0,true,false,S2-646080124,source2
S1-756202204,44,0,0,0,0,0.0,0.0,0.0,true,false,S3-295499896,source3
S1-756260484,27,0,0,0,0,0.0,0.0,0.0,true,false,S2-202810144,source2
S1-756273602,1,1,1,1,1,0.9996,0.0,0.9996,false,true,S2-828951735,source2
S1-756304055,46,0,0,0,0,0.0,0.0,0.0,true,false,S3-867745530,source3
S1-756412192,58,0,0,0,0,0.0001,0.0,0.0,true,false,S2-264144866,source2
S1-756498900,16,0,0,0,0,0.0005,0.0002,0.0003,true,false,S3-210567387,source3
S1-756817485,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-29832113,source2
S1-756987015,9,0,0,0,0,0.0,0.0,0.0,true,false,S2-406926476,source2
S1-757082720,52,0,0,0,0,0.0002,0.0,0.0001,true,false,S3-460838034,source3
S1-757122705,5,0,0,0,0,0.0,0.0,0.0,true,false,S2-565217049,source2
S1-757321411,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-459529146,source3
S1-757580468,32,0,0,0,0,0.0,0.0,0.0,true,false,S2-826749078,source2
S1-757905995,52,0,0,0,0,0.0001,0.0,0.0,true,false,S2-619558626,source2
S1-757977718,39,0,0,0,0,0.0,0.0,0.0,true,false,S3-974234595,source3
S1-758075760,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-695515857,source3
S1-75809435,6,0,0,0,0,0.0001,0.0,0.0,true,false,S2-97306857,source2
S1-758106282,1,0,0,0,0,0.0409,0.0,0.0409,true,false,S2-930882610,source2
S1-758262063,4,0,0,0,0,0.0,0.0,0.0,true,false,S3-496609459,source3
S1-758272133,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-267478203,source2
S1-758279254,2,0,0,0,0,0.0029,0.0,0.0029,true,false,S3-835281864,source3
S1-758504163,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-980199846,source3
S1-75862106,5,0,0,0,0,0.0001,0.0001,0.0001,true,false,S3-700243874,source3
S1-758672944,6,0,0,0,0,0.0001,0.0001,0.0,true,false,S3-378628304,source3
S1-758751041,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-260424250,source2
S1-758798773,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-828284117,source2
S1-758918632,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-633535149,source2
S1-75897373,57,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-546440731,source2
S1-759182044,3,0,0,0,0,0.0002,0.0001,0.0001,true,false,S2-419509015,source2
S1-759192235,1,0,0,0,0,0.0003,0.0,0.0003,true,false,S3-115935947,source3
S1-759259565,57,0,0,0,0,0.0,0.0,0.0,true,false,S2-964292853,source2
S1-759283843,4,0,0,0,0,0.0007,0.0,0.0007,true,false,S3-860243718,source3
S1-759419535,44,0,0,0,0,0.0,0.0,0.0,true,false,S2-642831788,source2
S1-75963451,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-922154738,source3
S1-759712828,3,0,0,0,0,0.0007,0.0,0.0007,true,false,S3-180367003,source3
S1-760049785,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-766425765,source2
S1-760224060,37,0,0,0,0,0.0,0.0,0.0,true,false,S2-138622990,source2
S1-760263717,25,0,0,0,0,0.0001,0.0001,0.0,true,false,S2-172397416,source2
S1-760316172,39,0,0,0,0,0.0,0.0,0.0,true,false,S3-768860948,source3
S1-760380153,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-707705401,source3
S1-760729719,47,0,0,0,0,0.0,0.0,0.0,true,false,S2-182743306,source2
S1-760737194,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-991319154,source3
S1-760785140,4,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-432856949,source3
S1-760794729,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-826542762,source2
S1-760807491,6,0,0,0,0,0.0,0.0,0.0,true,false,S3-723268050,source3
S1-760830552,1,0,0,0,0,0.0013,0.0,0.0013,true,false,S3-309651365,source3
S1-76088704,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-278726194,source2
S1-761059840,1,0,0,0,0,0.5332,0.0,0.5332,true,false,S2-628787905,source2
S1-761100551,3,1,1,1,1,0.9924,0.0,0.9923,false,true,S2-579939713,source2
S1-761271025,59,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-645492944,source3
S1-761286259,3,0,0,0,0,0.0006,0.0,0.0005,true,false,S2-424409454,source2
S1-761407497,19,0,0,0,0,0.0001,0.0,0.0,true,false,S2-366081375,source2
S1-761471261,12,0,0,0,0,0.0,0.0,0.0,true,false,S2-32461760,source2
S1-761534131,1,1,1,1,1,0.9957,0.0,0.9957,false,true,S3-212240036,source3
S1-761741152,1,1,1,1,1,0.9989,0.0,0.9989,false,true,S2-582245623,source2
S1-761741321,38,0,0,0,0,0.0,0.0,0.0,true,false,S3-361889244,source3
S1-761847250,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-133362589,source3
S1-761930510,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-215411812,source3
S1-761973722,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-130781654,source2
S1-762043183,26,0,0,0,0,0.0,0.0,0.0,true,false,S3-120935082,source3
S1-76214334,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-105191705,source3
S1-762169586,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-556653371,source3
S1-762182146,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-860268572,source2
S1-762300546,4,0,0,0,0,0.0,0.0,0.0,true,false,S2-524397809,source2
S1-762305757,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-890710881,source2
S1-762326721,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-473587486,source3
S1-76238422,4,0,0,0,0,0.0001,0.0,0.0,true,false,S2-448142241,source2
S1-762761472,46,0,0,0,0,0.0004,0.0,0.0004,true,false,S2-263719676,source2
S1-762897946,30,0,0,0,0,0.0004,0.0,0.0004,true,false,S3-875886981,source3
S1-762924595,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-740142004,source2
S1-763162712,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-928936183,source2
S1-763163915,1,0,0,0,0,0.072,0.0,0.072,true,false,S2-107389460,source2
S1-763165206,49,0,0,0,0,0.0282,0.0001,0.0281,true,false,S2-439584807,source2
S1-763280668,35,0,0,0,0,0.0,0.0,0.0,true,false,S2-55421595,source2
S1-763496609,1,0,0,0,0,0.0003,0.0,0.0003,true,false,S2-747478411,source2
S1-763686921,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-249710021,source3
S1-763705781,38,0,0,0,0,0.0046,0.0,0.0046,true,false,S3-446752337,source3
S1-763791563,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-350336758,source3
S1-763929053,3,0,0,0,0,0.0002,0.0002,0.0,true,false,S3-244694796,source3
S1-763986890,37,0,0,0,0,0.0029,0.0006,0.0023,true,false,S2-397641530,source2
S1-763988893,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-663906477,source2
S1-764005774,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-424998152,source3
S1-764021970,6,0,0,0,0,0.0,0.0,0.0,true,false,S3-49801425,source3
S1-764089719,1,0,0,0,0,0.4098,0.0,0.4098,true,false,S2-588491670,source2
S1-764180067,33,0,0,0,0,0.0,0.0,0.0,true,false,S3-620025574,source3
S1-764197459,31,0,0,0,0,0.0,0.0,0.0,true,false,S2-312194895,source2
S1-764202561,42,0,0,0,0,0.093,0.0001,0.0929,true,false,S3-92624949,source3
S1-764480032,7,0,0,0,0,0.0254,0.0007,0.0247,true,false,S3-607757348,source3
S1-764521587,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-841193719,source2
S1-764731582,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-606244528,source2
S1-764784443,31,0,0,0,0,0.0,0.0,0.0,true,false,S2-662788493,source2
S1-764851236,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-791233404,source2
S1-764993784,4,0,0,0,0,0.0001,0.0,0.0,true,false,S3-786803768,source3
S1-765113737,3,0,0,0,0,0.0051,0.0,0.0051,true,false,S3-706710886,source3
S1-765210516,4,0,0,0,0,0.0005,0.0002,0.0003,true,false,S2-566318762,source2
S1-765328718,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-437365796,source2
S1-765398333,1,0,0,0,0,0.0005,0.0,0.0005,true,false,S3-129559230,source3
S1-76549333,2,0,0,0,0,0.0004,0.0,0.0004,true,false,S3-486901170,source3
S1-765672232,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-715565276,source2
S1-765734254,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-572768463,source3
S1-765868240,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-93832811,source2
S1-765893375,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-619523861,source2
S1-766022246,1,0,0,0,0,0.0007,0.0,0.0007,true,false,S3-947882124,source3
S1-766040682,39,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-640086801,source3
S1-766078900,3,0,0,0,0,0.0,0.0,0.0,true,false,S2-51477351,source2
S1-766307478,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-438753836,source2
S1-766326386,3,0,0,0,0,0.0001,0.0,0.0,true,false,S2-82067812,source2
S1-766331481,1,1,1,1,1,0.9826,0.0,0.9826,false,true,S3-209851351,source3
S1-766392501,37,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-308860351,source3
S1-766475619,2,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-772921066,source3
S1-766545593,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-759600258,source3
S1-766697297,8,0,0,0,0,0.0,0.0,0.0,true,false,S3-201391572,source3
S1-766866439,1,1,1,1,1,0.9993,0.0,0.9993,false,true,S2-301748164,source2
S1-76740440,40,0,0,0,0,0.0,0.0,0.0,true,false,S3-336161963,source3
S1-767530834,73,0,0,0,0,0.0001,0.0,0.0,true,false,S3-415190500,source3
S1-767544805,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-208777353,source3
S1-767574104,41,0,0,0,0,0.0,0.0,0.0,true,false,S2-667274253,source2
S1-767692254,1,0,0,0,0,0.0152,0.0,0.0152,true,false,S2-449077584,source2
S1-767833721,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-936010488,source3
S1-767865170,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-491740712,source3
S1-767939959,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-105455329,source3
S1-768191150,1,0,0,0,0,0.3081,0.0,0.3081,true,false,S3-532323639,source3
S1-768311655,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-67645109,source3
S1-768337890,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-438187403,source3
S1-768341245,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-113012842,source3
S1-76836627,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-183785748,source3
S1-768392218,3,0,0,0,0,0.0001,0.0,0.0,true,false,S3-178427412,source3
S1-768675538,39,0,0,0,0,0.0,0.0,0.0,true,false,S2-268699905,source2
S1-768775232,46,0,0,0,0,0.0,0.0,0.0,true,false,S3-111658040,source3
S1-768809511,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-104686537,source3
S1-768878183,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-294233175,source2
S1-768900141,1,0,0,0,0,0.0002,0.0,0.0002,true,false,S3-596029979,source3
S1-769185722,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-789483631,source2
S1-769399553,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-359594885,source3
S1-769583689,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-148122090,source3
S1-769784244,2,0,0,0,0,0.0004,0.0,0.0004,true,false,S2-371200780,source2
S1-769875453,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-664629547,source3
S1-769926851,49,0,0,0,0,0.0,0.0,0.0,true,false,S3-4086513,source3
S1-770223659,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-495086092,source2
S1-770592895,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-145275705,source2
S1-770613160,25,0,0,0,0,0.001,0.0001,0.0009,true,false,S3-313911382,source3
S1-770664913,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-780456574,source2
S1-770731593,3,1,1,1,1,0.9933,0.0,0.9932,false,true,S2-375337139,source2
S1-770778983,36,0,0,0,0,0.0,0.0,0.0,true,false,S3-890074162,source3
S1-770791373,13,0,0,0,0,0.0094,0.0015,0.0079,true,false,S2-322953932,source2
S1-770860484,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-729755790,source3
S1-770925567,36,0,0,0,0,0.0,0.0,0.0,true,false,S3-95057795,source3
S1-770966295,71,0,0,0,0,0.0,0.0,0.0,true,false,S2-179151448,source2
S1-771066261,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-268930420,source3
S1-771099528,37,0,0,0,0,0.0,0.0,0.0,true,false,S3-217269192,source3
S1-771447692,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-114145564,source3
S1-771465672,25,0,0,0,0,0.0057,0.0001,0.0057,true,false,S2-773980260,source2
S1-771558786,12,1,1,1,1,0.9991,0.0001,0.999,false,true,S2-675722323,source2
S1-771558810,41,0,0,0,0,0.0,0.0,0.0,true,false,S2-325579297,source2
S1-771603641,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-155664148,source3
S1-771625949,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-988215092,source2
S1-771764328,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-310899168,source3
S1-771779014,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-740478908,source3
S1-771911197,2,0,0,0,0,0.0002,0.0001,0.0001,true,false,S3-759738336,source3
S1-771952998,3,0,0,0,0,0.0,0.0,0.0,true,false,S3-173839172,source3
S1-772103197,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-516231850,source2
S1-772116613,62,0,0,0,0,0.0002,0.0001,0.0001,true,false,S3-761713325,source3
S1-772206043,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-903948841,source2
S1-772339910,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-958021210,source2
S1-772495903,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-461968933,source2
S1-772561948,2,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-180426936,source3
S1-772578131,1,0,0,0,0,0.0001,0.0,0.0001,true,false,S3-983769284,source3
S1-773281833,2,0,0,0,0,0.0,0.0,0.0,true,false,S2-738385108,source2
S1-773320212,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-307232744,source3
S1-773359920,2,0,0,0,0,0.0001,0.0,0.0,true,false,S2-59175936,source2
S1-773611878,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-562839435,source2
S1-773679382,1,0,0,0,0,0.0,0.0,0.0,true,false,S2-738410469,source2
S1-773721153,2,1,1,1,1,0.9866,0.0,0.9866,false,true,S3-329211545,source3
S1-77374624,7,0,0,0,0,0.0001,0.0,0.0001,true,false,S2-138068334,source2
S1-773889195,32,0,0,0,0,0.0,0.0,0.0,true,false,S3-828431171,source3
S1-773898098,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-278002806,source3
S1-773953924,39,0,0,0,0,0.0,0.0,0.0,true,false,S2-577185315,source2
S1-773968745,1,1,1,1,1,0.9984,0.0,0.9984,false,true,S2-485979799,source2
S1-774018151,4,0,0,0,0,0.0,0.0,0.0,true,false,S3-30751501,source3
S1-774022287,1,1,1,1,1,0.9992,0.0,0.9992,false,true,S2-48217088,source2
S1-774049047,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-643747530,source3
S1-774051355,1,1,1,1,1,0.9912,0.0,0.9912,false,true,S3-566229450,source3
S1-774070269,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-209901203,source3
S1-774275125,3,0,0,0,0,0.0001,0.0,0.0,true,false,S2-237192108,source2
S1-774503485,1,0,0,0,0,0.0,0.0,0.0,true,false,S3-50546112,source3
S1-774556681,58,0,0,0,0,0.0,0.0,0.0,true,false,S2-44010204,source2
S1-774562126,2,0,0,0,0,0.0,0.0,0.0,true,false,S3-776332294,source3
S1-774613130,54,0,0,0,0,0.0,0.0,0.0,true,false,S3-670025369,source3
